# GREAT version 4.0.4	Species assembly: hg38	Association rule: Basal+extension: 5000 bp upstream, 1000 bp downstream, 1000000 bp max extension, curated regulatory domains included
# Ontology summary statistics are provided in the footer.
#
# Ontology	ID	Desc	BinomRank	BinomP	BinomBonfP	BinomFdrQ	RegionFoldEnrich	ExpRegions	ObsRegions	GenomeFrac	SetCov	HyperRank	HyperP	HyperBonfP	HyperFdrQ	GeneFoldEnrich	ExpGenes	ObsGenes	TotalGenes	GeneSetCov	TermCov	Regions	Genes
Ensembl Genes	5748	RAD51B	68	2.832715e-5	5.318989e-1	7.822043e-3	4.410534e+0	2.720759e+0	12	3.327331e-4	1.467531e-3	1	3.764712e-1	1.000000e+0	1.000000e+0	2.656246e+0	3.764712e-1	1	1	1.414627e-4	1.000000e+0	ovary_Endo_PV_MesGATA2_Supp_MesLHX9_Missing_preGran_CoelEpi_Neuro_Epi,ovary_Endo_preGran_Missing_MesGATA2_Epi_Supp_CoelEpi_MesLHX9_Neuro_Immune_PV_SMC,ovary_MesLHX9_CoelEpi_MesGATA2_Supp_preGran_Missing_Endo_PV_Neuro_Epi,ovary_MesLHX9_CoelEpi_preGran_Supp_PV_MesGATA2_Missing_Endo_Epi_Neuro_Immune,ovary_MesLHX9_MesGATA2_CoelEpi_Supp_Missing_preGran_Endo_PV_Neuro_Epi_Immune,ovary_MesLHX9_MesGATA2_CoelEpi_preGran_Supp_Missing_Epi_Neuro,ovary_MesLHX9_Supp_Missing_preGran_CoelEpi_MesGATA2_Neuro_Epi_PV_Immune_Endo,ovary_MesLHX9_preGran_Supp_CoelEpi_MesGATA2_Missing_Neuro_PV_SMC,ovary_Supp_MesLHX9_Endo_CoelEpi_Missing_MesGATA2_PV_preGran_Neuro_Epi_Immune,ovary_preGran_CoelEpi_Supp_MesGATA2_MesLHX9_Missing_PV_Neuro_Epi,ovary_preGran_MesLHX9_MesGATA2_CoelEpi_Supp_Missing_Endo_PV_Germ_Neuro_Epi_SMC,ovary_preGran_MesLHX9_Supp_CoelEpi_MesGATA2_Missing_PV_Endo_Germ_Epi_SMC_Neuro	RAD51B
Ensembl Genes	2337	UNC5B	69	3.099693e-5	5.820294e-1	8.435208e-3	6.835365e+0	1.170384e+0	8	1.431312e-4	9.783539e-4	1	3.764712e-1	1.000000e+0	1.000000e+0	2.656246e+0	3.764712e-1	1	1	1.414627e-4	1.000000e+0	ovary_CoelEpi_preGran_MesLHX9_Missing_MesGATA2_Supp_Endo_Neuro_Epi_Immune_PV,ovary_Endo_MesLHX9_PV_preGran_MesGATA2_CoelEpi_Missing_Supp_Neuro_Epi_Germ,ovary_MesGATA2_Supp_MesLHX9_preGran_Endo_CoelEpi_Neuro_Epi_Immune_Germ_Missing,ovary_MesLHX9_Supp_MesGATA2_CoelEpi_preGran_Neuro_Endo_Epi_PV_Missing,ovary_MesLHX9_preGran_Supp_MesGATA2_Missing_CoelEpi_Neuro_Epi_PV_Endo,ovary_Supp_MesGATA2_MesLHX9_Missing_preGran_Endo_PV_Neuro_CoelEpi_Immune,ovary_preGran_MesGATA2_MesLHX9_CoelEpi_Supp_Missing_Epi_Endo_PV_Immune_Neuro,ovary_preGran_MesLHX9_Supp_MesGATA2_CoelEpi_Missing_Neuro_PV_Endo_SMC	UNC5B
Ensembl Genes	108	RERE	70	3.652519e-5	6.858335e-1	9.797621e-3	5.785561e+0	1.555597e+0	9	1.902405e-4	1.100648e-3	1	3.764712e-1	1.000000e+0	1.000000e+0	2.656246e+0	3.764712e-1	1	1	1.414627e-4	1.000000e+0	ovary_CoelEpi_Supp_preGran_Missing_MesLHX9_PV_MesGATA2_Neuro_Epi_Endo,ovary_MesGATA2_Endo_MesLHX9_CoelEpi_Missing_Supp_PV_preGran_Neuro_Immune_Epi,ovary_MesGATA2_MesLHX9_CoelEpi_Epi_preGran_Endo_Supp_Missing_Neuro_PV,ovary_MesGATA2_preGran_MesLHX9_Supp_CoelEpi_Endo_Missing_Neuro_Epi_PV,ovary_MesLHX9_PV_preGran_CoelEpi_Supp_MesGATA2_Missing_Endo_Neuro_Epi,ovary_PV_MesLHX9_Supp_CoelEpi_preGran_MesGATA2_Missing_Neuro_Epi_Immune_SMC,ovary_Supp_preGran_CoelEpi_MesLHX9_MesGATA2_Missing_Neuro_PV_Endo_Immune_Epi,ovary_preGran_MesGATA2_Missing_Supp_MesLHX9_CoelEpi_PV_Endo_Neuro_Immune_Epi,ovary_preGran_Supp_CoelEpi_Missing_Endo_MesGATA2_MesLHX9_Immune_Epi	RERE
Ensembl Genes	6820	SOCS1	71	4.290984e-5	8.057181e-1	1.134814e-2	7.789576e+0	8.986368e-1	7	1.098981e-4	8.560597e-4	1	3.764712e-1	1.000000e+0	1.000000e+0	2.656246e+0	3.764712e-1	1	1	1.414627e-4	1.000000e+0	ovary_MesGATA2_MesLHX9_Missing_Endo_preGran_PV_CoelEpi_Supp_Neuro_Epi_Immune,ovary_MesLHX9_CoelEpi_MesGATA2_PV_preGran_Supp_Neuro_Germ_Endo_Epi_Missing,ovary_MesLHX9_Endo_Supp_CoelEpi_MesGATA2_preGran_Missing_Neuro_Epi,ovary_MesLHX9_MesGATA2_CoelEpi_preGran_Supp_Missing_PV_Neuro_Epi_Endo,ovary_MesLHX9_preGran_Missing_Endo_MesGATA2_Supp_CoelEpi_PV_Neuro_Immune_Epi,ovary_Supp_MesGATA2_Endo_MesLHX9_PV_preGran_Missing_CoelEpi_Neuro_SMC_Epi,ovary_preGran_Supp_MesLHX9_CoelEpi_MesGATA2_Missing_Neuro_Endo_Epi_PV_SMC	SOCS1
Ensembl Genes	7394	COTL1	72	4.374241e-5	8.213512e-1	1.140766e-2	1.342870e+1	3.723367e-1	5	4.553464e-5	6.114712e-4	1	3.764712e-1	1.000000e+0	1.000000e+0	2.656246e+0	3.764712e-1	1	1	1.414627e-4	1.000000e+0	ovary_MesLHX9_CoelEpi_preGran_MesGATA2_Supp_Missing_Endo_PV_Immune_Neuro,ovary_MesLHX9_Missing_Supp_Endo_MesGATA2_preGran_Epi_Neuro_CoelEpi_PV_Immune,ovary_MesLHX9_preGran_MesGATA2_Supp_PV_Endo_Missing_Epi_Neuro_SMC_CoelEpi,ovary_Supp_MesLHX9_CoelEpi_preGran_MesGATA2_Endo_Missing_PV_Neuro_Immune_Epi,ovary_Supp_MesLHX9_MesGATA2_preGran_CoelEpi_PV_Missing_Endo_Neuro_Immune_Epi	COTL1
Ensembl Genes	12784	PRR5-ARHGAP8	73	4.990678e-5	9.370996e-1	1.283698e-2	2.068492e+1	1.933776e-1	4	2.364897e-5	4.891770e-4	1	3.764712e-1	1.000000e+0	1.000000e+0	2.656246e+0	3.764712e-1	1	1	1.414627e-4	1.000000e+0	ovary_MesGATA2_Missing_Supp_MesLHX9_CoelEpi_preGran_Epi_PV_Endo_Neuro_Germ_Immune_SMC,ovary_MesLHX9_CoelEpi_Endo_Supp_preGran_MesGATA2_PV_Epi_Missing_Immune_Neuro,ovary_Missing_Supp_preGran_MesLHX9_Endo_CoelEpi_MesGATA2_Neuro_PV_Immune_Epi,ovary_preGran_CoelEpi_Missing_Supp_MesGATA2_MesLHX9_PV_Endo_Neuro_Epi_Germ_Immune	PRR5-ARHGAP8
Ensembl Genes	13050	ACKR2	74	5.335297e-5	1.000000e+0	1.353796e-2	2.032881e+1	1.967651e-1	4	2.406324e-5	4.891770e-4	1	3.764712e-1	1.000000e+0	1.000000e+0	2.656246e+0	3.764712e-1	1	1	1.414627e-4	1.000000e+0	ovary_Endo_Supp_Missing_MesLHX9_CoelEpi_preGran_MesGATA2_PV_Neuro_Germ,ovary_MesGATA2_MesLHX9_Supp_preGran_Epi_CoelEpi_Missing_PV_Neuro_Immune_Endo,ovary_MesLHX9_CoelEpi_MesGATA2_Supp_Epi_preGran_Missing_PV_Neuro_Immune,ovary_MesLHX9_preGran_Supp_Endo_PV_Missing_CoelEpi_MesGATA2_Epi_Neuro	ACKR2
Ensembl Genes	7373	CMIP	75	5.631731e-5	1.000000e+0	1.409960e-2	6.271108e+0	1.275692e+0	8	1.560097e-4	9.783539e-4	1	3.764712e-1	1.000000e+0	1.000000e+0	2.656246e+0	3.764712e-1	1	1	1.414627e-4	1.000000e+0	ovary_CoelEpi_MesGATA2_MesLHX9_PV_Missing_preGran_Supp_Neuro_Epi_Endo_Immune,ovary_MesGATA2_Supp_Endo_MesLHX9_preGran_CoelEpi_Missing_PV_Neuro_Epi,ovary_MesLHX9_MesGATA2_preGran_Supp_PV_Endo_CoelEpi_Neuro_Epi_Immune_Missing,ovary_Missing_Supp_MesLHX9_CoelEpi_preGran_MesGATA2_Endo_PV_Neuro_Germ_Epi,ovary_PV_MesLHX9_Endo_Missing_Supp_CoelEpi_preGran_MesGATA2_Neuro_Epi_Immune,ovary_Supp_MesLHX9_PV_preGran_CoelEpi_Endo_Missing_Epi_MesGATA2_Neuro_Immune_SMC,ovary_Supp_MesLHX9_preGran_PV_MesGATA2_Endo_Missing_CoelEpi_Neuro_Immune_Epi,ovary_preGran_Endo_PV_Supp_CoelEpi_MesLHX9_MesGATA2_Missing_Neuro_Immune_Epi	CMIP
Ensembl Genes	7166	KIFC3	76	5.992712e-5	1.000000e+0	1.480594e-2	9.236169e+0	6.496200e-1	6	7.944478e-5	7.337654e-4	1	3.764712e-1	1.000000e+0	1.000000e+0	2.656246e+0	3.764712e-1	1	1	1.414627e-4	1.000000e+0	ovary_Endo_MesLHX9_preGran_CoelEpi_MesGATA2_Supp_Missing_PV_Neuro_Epi_Immune_Germ,ovary_PV_MesLHX9_MesGATA2_Supp_CoelEpi_preGran_Missing_Neuro_SMC_Epi_Endo,ovary_PV_MesLHX9_preGran_Supp_MesGATA2_CoelEpi_Endo_Missing_Neuro_Epi,ovary_Supp_CoelEpi_preGran_MesLHX9_MesGATA2_Missing_PV_Immune_Neuro_Epi,ovary_Supp_MesLHX9_PV_MesGATA2_preGran_Missing_CoelEpi_Neuro_Epi,ovary_preGran_MesGATA2_Supp_Endo_MesLHX9_PV_CoelEpi_Missing_Neuro_Immune_Epi	KIFC3
Ensembl Genes	5396	TMEM255B	77	6.362018e-5	1.000000e+0	1.551424e-2	1.239574e+1	4.033643e-1	5	4.932914e-5	6.114712e-4	1	3.764712e-1	1.000000e+0	1.000000e+0	2.656246e+0	3.764712e-1	1	1	1.414627e-4	1.000000e+0	ovary_MesLHX9_PV_MesGATA2_Supp_preGran_Missing_CoelEpi_Neuro_SMC,ovary_MesLHX9_PV_preGran_CoelEpi_Supp_MesGATA2_Endo_Missing_Neuro_Epi_Immune,ovary_MesLHX9_preGran_Supp_PV_MesGATA2_CoelEpi_Missing_Epi_Endo_Neuro,ovary_Supp_Endo_CoelEpi_MesGATA2_PV_MesLHX9_preGran_Missing_Neuro_Epi_Immune,ovary_Supp_Missing_PV_MesGATA2_MesLHX9_preGran_Endo_CoelEpi_Neuro_Epi_Immune	TMEM255B
Ensembl Genes	18056	SLC45A4	78	6.463621e-5	1.000000e+0	1.555992e-2	9.108778e+0	6.587053e-1	6	8.055586e-5	7.337654e-4	1	3.764712e-1	1.000000e+0	1.000000e+0	2.656246e+0	3.764712e-1	1	1	1.414627e-4	1.000000e+0	ovary_MesGATA2_MesLHX9_Endo_preGran_Missing_Supp_PV_Neuro_CoelEpi_Epi_SMC,ovary_Supp_MesGATA2_MesLHX9_CoelEpi_preGran_Missing_Neuro_PV_Epi_Immune_Endo,ovary_Supp_MesLHX9_CoelEpi_preGran_Endo_MesGATA2_Missing_PV_Neuro_Epi_SMC,ovary_Supp_MesLHX9_MesGATA2_CoelEpi_PV_preGran_Missing_Endo_Neuro_Immune_Epi,ovary_Supp_MesLHX9_MesGATA2_preGran_CoelEpi_Missing_PV_Neuro_Epi,ovary_preGran_MesLHX9_Endo_MesGATA2_CoelEpi_Supp_Missing_PV_Neuro_Epi_Immune	SLC45A4
Ensembl Genes	8545	SEPT9	79	6.903090e-5	1.000000e+0	1.640751e-2	4.341249e+0	2.533833e+0	11	3.098732e-4	1.345237e-3	1	3.764712e-1	1.000000e+0	1.000000e+0	2.656246e+0	3.764712e-1	1	1	1.414627e-4	1.000000e+0	ovary_Endo_MesGATA2_preGran_Supp_MesLHX9_Missing_CoelEpi_PV_Neuro_Epi,ovary_MesGATA2_MesLHX9_Endo_Missing_CoelEpi_Epi_Supp_Germ_Neuro_preGran_PV,ovary_MesLHX9_Endo_Supp_MesGATA2_Missing_CoelEpi_preGran_PV_Epi_Neuro_SMC,ovary_MesLHX9_Endo_preGran_Supp_CoelEpi_MesGATA2_Neuro_Immune_Epi_PV_Missing,ovary_MesLHX9_MesGATA2_preGran_Supp_Missing_CoelEpi_PV_Neuro_Endo_Epi,ovary_MesLHX9_Missing_Supp_preGran_MesGATA2_CoelEpi_Neuro_PV_Endo_Epi,ovary_MesLHX9_PV_CoelEpi_MesGATA2_preGran_Endo_Missing_Immune_Supp_Neuro_Epi_SMC,ovary_Missing_CoelEpi_preGran_Supp_MesLHX9_Endo_Neuro_MesGATA2_PV_Epi,ovary_Supp_MesLHX9_preGran_CoelEpi_Missing_Endo_MesGATA2_Neuro_PV,ovary_preGran_MesLHX9_CoelEpi_PV_Supp_MesGATA2_Endo_Missing_Neuro,ovary_preGran_PV_MesLHX9_MesGATA2_CoelEpi_Endo_Supp_Missing_Neuro_Epi_Germ_SMC	SEPT9
Ensembl Genes	2201	RET	80	7.036629e-5	1.000000e+0	1.651585e-2	7.191689e+0	9.733458e-1	7	1.190346e-4	8.560597e-4	1	3.764712e-1	1.000000e+0	1.000000e+0	2.656246e+0	3.764712e-1	1	1	1.414627e-4	1.000000e+0	ovary_CoelEpi_Supp_preGran_MesLHX9_MesGATA2_PV_Endo_Missing_Neuro_Immune_Epi_Germ,ovary_MesLHX9_Supp_Missing_preGran_CoelEpi_MesGATA2_PV_Neuro_SMC_Epi_Endo,ovary_Supp_Endo_MesGATA2_Epi_MesLHX9_CoelEpi_preGran_Neuro_PV_Missing_Germ,ovary_Supp_MesLHX9_Missing_MesGATA2_preGran_PV_CoelEpi_Neuro_Epi,ovary_Supp_Missing_MesGATA2_preGran_PV_Endo_MesLHX9_CoelEpi_Neuro_Germ_Immune_SMC_Epi,ovary_Supp_preGran_Missing_Endo_CoelEpi_MesGATA2_MesLHX9_Neuro_Epi,ovary_preGran_Supp_MesLHX9_MesGATA2_Endo_Missing_Neuro_PV_CoelEpi_Epi_Immune	RET
Ensembl Genes	13830	IGF2BP2	81	7.071166e-5	1.000000e+0	1.639201e-2	7.185976e+0	9.741196e-1	7	1.191292e-4	8.560597e-4	1	3.764712e-1	1.000000e+0	1.000000e+0	2.656246e+0	3.764712e-1	1	1	1.414627e-4	1.000000e+0	ovary_CoelEpi_preGran_MesLHX9_MesGATA2_Missing_PV_Supp_Neuro_Endo,ovary_Endo_Supp_MesLHX9_preGran_MesGATA2_PV_Missing_CoelEpi_Immune_Neuro_Epi,ovary_MesGATA2_Endo_Supp_preGran_MesLHX9_CoelEpi_Missing_PV_Neuro_Immune_Epi_SMC,ovary_MesLHX9_Endo_MesGATA2_Missing_preGran_Supp_CoelEpi_PV_Neuro_Epi_SMC_Germ,ovary_MesLHX9_Endo_MesGATA2_preGran_CoelEpi_Supp_Missing_PV_Neuro_Epi,ovary_MesLHX9_preGran_MesGATA2_Supp_CoelEpi_PV_Endo_Missing_Neuro_SMC_Immune_Epi,ovary_Supp_MesLHX9_MesGATA2_CoelEpi_preGran_Endo_Missing_PV_Neuro_Immune_Epi_SMC	IGF2BP2
Ensembl Genes	7421	ZNF469	82	7.441388e-5	1.000000e+0	1.703987e-2	6.021564e+0	1.328558e+0	8	1.624750e-4	9.783539e-4	1	3.764712e-1	1.000000e+0	1.000000e+0	2.656246e+0	3.764712e-1	1	1	1.414627e-4	1.000000e+0	ovary_MesGATA2_MesLHX9_CoelEpi_Supp_preGran_Endo_PV_Missing_Neuro_Immune_Epi_Germ,ovary_MesGATA2_preGran_MesLHX9_CoelEpi_Supp_PV_Missing_Endo_Epi_Neuro,ovary_MesLHX9_MesGATA2_Supp_CoelEpi_preGran_Missing_Neuro_Germ_Epi_PV_Immune_Endo,ovary_MesLHX9_Supp_preGran_Endo_Missing_CoelEpi_MesGATA2_Neuro_Immune_PV,ovary_MesLHX9_preGran_CoelEpi_Supp_MesGATA2_Missing_Endo_PV_Neuro_Epi_Immune_Germ,ovary_Missing_Supp_MesGATA2_CoelEpi_MesLHX9_preGran_Endo_PV_Epi_Neuro,ovary_Supp_CoelEpi_MesLHX9_Endo_preGran_MesGATA2_Missing_PV_Neuro_Epi,ovary_Supp_MesLHX9_MesGATA2_CoelEpi_preGran_PV_Endo_Missing_Epi_Neuro_Immune	ZNF469
Ensembl Genes	12923	GRIP2	83	7.496090e-5	1.000000e+0	1.695832e-2	8.863780e+0	6.769121e-1	6	8.278245e-5	7.337654e-4	1	3.764712e-1	1.000000e+0	1.000000e+0	2.656246e+0	3.764712e-1	1	1	1.414627e-4	1.000000e+0	ovary_MesGATA2_Supp_MesLHX9_Missing_CoelEpi_preGran_PV_Epi_Neuro,ovary_MesLHX9_preGran_MesGATA2_Supp_CoelEpi_Missing_Endo_Neuro_Epi_PV_Germ_Immune,ovary_Supp_MesLHX9_preGran_Epi_MesGATA2_Missing_CoelEpi_Endo_Neuro_Immune_PV,ovary_Supp_preGran_MesGATA2_MesLHX9_Endo_Missing_CoelEpi_PV_Neuro_Epi_Immune,ovary_preGran_MesLHX9_Missing_Supp_MesGATA2_Endo_CoelEpi_PV_Neuro_SMC_Epi,ovary_preGran_Supp_PV_MesLHX9_Endo_Missing_MesGATA2_Neuro_CoelEpi_Epi_Immune	GRIP2
Ensembl Genes	18820	SARDH	84	7.582016e-5	1.000000e+0	1.694851e-2	7.105011e+0	9.852202e-1	7	1.204868e-4	8.560597e-4	1	3.764712e-1	1.000000e+0	1.000000e+0	2.656246e+0	3.764712e-1	1	1	1.414627e-4	1.000000e+0	ovary_MesGATA2_MesLHX9_preGran_Supp_Endo_PV_Missing_Epi_Neuro_CoelEpi,ovary_MesLHX9_Supp_CoelEpi_Missing_PV_preGran_Endo_MesGATA2_Neuro_Immune_Epi,ovary_MesLHX9_preGran_MesGATA2_Missing_Endo_Epi_Supp_Neuro_PV_CoelEpi_Germ,ovary_PV_MesLHX9_Supp_MesGATA2_Endo_preGran_Missing_Neuro_CoelEpi_Immune_Epi,ovary_Supp_MesGATA2_PV_MesLHX9_Endo_preGran_Missing_CoelEpi_Neuro_SMC_Epi,ovary_preGran_Endo_Supp_MesLHX9_CoelEpi_MesGATA2_Missing_Neuro_PV_Germ_Epi,ovary_preGran_Supp_MesGATA2_MesLHX9_PV_Endo_Missing_CoelEpi_Neuro_Epi_SMC_Germ	SARDH
Ensembl Genes	12922	SLC6A6	85	8.033625e-5	1.000000e+0	1.774675e-2	7.038454e+0	9.945365e-1	7	1.216261e-4	8.560597e-4	1	3.764712e-1	1.000000e+0	1.000000e+0	2.656246e+0	3.764712e-1	1	1	1.414627e-4	1.000000e+0	ovary_Endo_MesLHX9_MesGATA2_PV_Supp_preGran_Missing_CoelEpi_Neuro_Epi_Immune,ovary_MesLHX9_Supp_preGran_MesGATA2_CoelEpi_Missing_PV_Neuro_Immune,ovary_MesLHX9_preGran_MesGATA2_Supp_CoelEpi_Missing_Endo_Neuro_Epi_PV_Germ_Immune,ovary_Supp_MesLHX9_MesGATA2_preGran_CoelEpi_Missing_PV_Neuro_Immune_Epi,ovary_Supp_MesLHX9_preGran_Epi_MesGATA2_Missing_CoelEpi_Endo_Neuro_Immune_PV,ovary_preGran_MesLHX9_Missing_Supp_MesGATA2_Endo_CoelEpi_PV_Neuro_SMC_Epi,ovary_preGran_Supp_PV_MesLHX9_Endo_Missing_MesGATA2_Neuro_CoelEpi_Epi_Immune	SLC6A6
Ensembl Genes	15614	TBC1D7	86	8.039143e-5	1.000000e+0	1.755244e-2	4.673305e+0	2.139813e+0	10	2.616868e-4	1.222942e-3	1	3.764712e-1	1.000000e+0	1.000000e+0	2.656246e+0	3.764712e-1	1	1	1.414627e-4	1.000000e+0	ovary_CoelEpi_MesGATA2_preGran_Missing_MesLHX9_Supp_Epi_Neuro_Endo_PV,ovary_CoelEpi_preGran_MesGATA2_MesLHX9_Missing_Endo_Supp_Neuro_PV_Epi,ovary_MesLHX9_MesGATA2_Missing_preGran_Supp_Neuro_CoelEpi_PV_Endo_Immune_Germ,ovary_MesLHX9_MesGATA2_PV_Supp_Missing_preGran_CoelEpi_Endo_Neuro_Epi,ovary_MesLHX9_MesGATA2_Supp_Missing_preGran_CoelEpi_Neuro_PV_Epi_Immune,ovary_MesLHX9_MesGATA2_Supp_preGran_PV_CoelEpi_Endo_Missing_Epi_Immune_Neuro,ovary_PV_MesLHX9_Supp_Endo_MesGATA2_preGran_Missing_CoelEpi_Neuro_Epi,ovary_PV_Supp_MesGATA2_preGran_MesLHX9_CoelEpi_Endo_Missing_Epi_Neuro,ovary_Supp_MesLHX9_CoelEpi_MesGATA2_preGran_Endo_Missing_Neuro_PV_Epi,ovary_preGran_MesLHX9_Supp_CoelEpi_MesGATA2_Endo_Missing_Neuro_PV_Epi_SMC	TBC1D7
Ensembl Genes	14000	SORCS2	87	8.525893e-5	1.000000e+0	1.840123e-2	6.970601e+0	1.004218e+0	7	1.228100e-4	8.560597e-4	1	3.764712e-1	1.000000e+0	1.000000e+0	2.656246e+0	3.764712e-1	1	1	1.414627e-4	1.000000e+0	ovary_MesGATA2_Supp_MesLHX9_preGran_CoelEpi_Endo_Missing_Neuro_Epi,ovary_MesLHX9_MesGATA2_PV_Supp_preGran_CoelEpi_Endo_Missing_Neuro_Epi,ovary_MesLHX9_Missing_preGran_PV_Supp_MesGATA2_CoelEpi_Neuro_Immune_Epi,ovary_MesLHX9_Supp_MesGATA2_CoelEpi_preGran_Missing_Neuro_PV_Immune,ovary_MesLHX9_preGran_Supp_CoelEpi_MesGATA2_Missing_Endo_Neuro_Immune,ovary_Supp_CoelEpi_Missing_MesGATA2_MesLHX9_preGran_PV_Neuro_SMC_Epi,ovary_preGran_MesLHX9_Missing_CoelEpi_MesGATA2_Endo_Supp_PV_Epi_Neuro	SORCS2
Ensembl Genes	2064	ASB13	88	8.658423e-5	1.000000e+0	1.847491e-2	1.160186e+1	4.309655e-1	5	5.270459e-5	6.114712e-4	1	3.764712e-1	1.000000e+0	1.000000e+0	2.656246e+0	3.764712e-1	1	1	1.414627e-4	1.000000e+0	ovary_Endo_Supp_Missing_MesLHX9_PV_MesGATA2_preGran_CoelEpi_Neuro_Epi_Immune_SMC,ovary_MesLHX9_MesGATA2_Endo_Missing_Supp_PV_CoelEpi_Neuro_Epi_preGran,ovary_MesLHX9_Supp_CoelEpi_Epi_MesGATA2_preGran_Endo_Missing_PV_Neuro,ovary_Missing_preGran_MesGATA2_CoelEpi_MesLHX9_Supp_Endo_Epi_PV_Neuro_Immune,ovary_Supp_MesLHX9_PV_preGran_MesGATA2_Missing_CoelEpi_Endo_Epi_Neuro_Immune	ASB13
Ensembl Genes	5989	KIF26A	89	8.667692e-5	1.000000e+0	1.828688e-2	5.888496e+0	1.358581e+0	8	1.661467e-4	9.783539e-4	1	3.764712e-1	1.000000e+0	1.000000e+0	2.656246e+0	3.764712e-1	1	1	1.414627e-4	1.000000e+0	ovary_MesLHX9_MesGATA2_Endo_preGran_CoelEpi_PV_Missing_Supp_Neuro_Epi_SMC,ovary_MesLHX9_MesGATA2_Supp_Endo_PV_Missing_preGran_CoelEpi_Neuro_Epi_SMC,ovary_Supp_CoelEpi_Endo_PV_MesLHX9_MesGATA2_preGran_Missing_Neuro_Epi,ovary_Supp_MesLHX9_Missing_MesGATA2_CoelEpi_preGran_Endo_PV_Epi_Neuro,ovary_Supp_MesLHX9_preGran_MesGATA2_Missing_CoelEpi_Endo_Neuro_PV_Immune_Epi_SMC,ovary_Supp_MesLHX9_preGran_Missing_MesGATA2_CoelEpi_Endo_Neuro_PV_Epi_Immune,ovary_preGran_MesGATA2_MesLHX9_Supp_CoelEpi_Missing_PV_Neuro_Epi_Endo_Germ_Immune,ovary_preGran_Supp_MesLHX9_CoelEpi_Endo_MesGATA2_Missing_Neuro_PV_Epi_Immune	KIF26A
Ensembl Genes	3398	STX5	90	8.680557e-5	1.000000e+0	1.811054e-2	3.652633e+1	8.213253e-2	3	1.004434e-5	3.668827e-4	1	3.764712e-1	1.000000e+0	1.000000e+0	2.656246e+0	3.764712e-1	1	1	1.414627e-4	1.000000e+0	ovary_MesGATA2_MesLHX9_CoelEpi_Missing_preGran_Supp_PV_Germ_Epi_Neuro_Endo,ovary_MesLHX9_preGran_CoelEpi_MesGATA2_Supp_Missing_Endo_PV_Epi_Neuro_Germ,ovary_preGran_Supp_MesLHX9_MesGATA2_CoelEpi_PV_Endo_Missing_Neuro_Epi_Immune	STX5
Ensembl Genes	15475	UNC5A	91	8.696648e-5	1.000000e+0	1.794472e-2	8.624122e+0	6.957230e-1	6	8.508291e-5	7.337654e-4	1	3.764712e-1	1.000000e+0	1.000000e+0	2.656246e+0	3.764712e-1	1	1	1.414627e-4	1.000000e+0	ovary_CoelEpi_MesLHX9_preGran_MesGATA2_Missing_Supp_Neuro_Endo_Epi_Germ,ovary_Endo_MesLHX9_Supp_MesGATA2_CoelEpi_preGran_Missing_Neuro_PV_Epi_Immune,ovary_MesLHX9_preGran_Supp_PV_CoelEpi_Missing_Neuro_MesGATA2_Endo_Epi,ovary_Missing_MesGATA2_MesLHX9_preGran_Supp_CoelEpi_Neuro_PV_Epi,ovary_preGran_Supp_CoelEpi_MesGATA2_MesLHX9_Missing_PV_Endo_Neuro,ovary_preGran_Supp_MesLHX9_MesGATA2_Missing_Neuro_CoelEpi_Epi_Immune	UNC5A
Ensembl Genes	17603	BMP1	92	8.779598e-5	1.000000e+0	1.791897e-2	1.785169e+1	2.240684e-1	4	2.740228e-5	4.891770e-4	1	3.764712e-1	1.000000e+0	1.000000e+0	2.656246e+0	3.764712e-1	1	1	1.414627e-4	1.000000e+0	ovary_Supp_CoelEpi_MesGATA2_MesLHX9_preGran_Missing_Endo_Neuro_Epi_PV_SMC,ovary_Supp_MesLHX9_CoelEpi_preGran_PV_Missing_Endo_MesGATA2_Neuro_Epi_SMC,ovary_Supp_Missing_MesLHX9_CoelEpi_MesGATA2_preGran_PV_Neuro_Endo_Epi,ovary_preGran_MesLHX9_MesGATA2_CoelEpi_Supp_Missing_Endo_Epi_Neuro_PV	BMP1
Ensembl Genes	8565	ENGASE	93	8.899260e-5	1.000000e+0	1.796789e-2	5.865746e+0	1.363850e+0	8	1.667910e-4	9.783539e-4	1	3.764712e-1	1.000000e+0	1.000000e+0	2.656246e+0	3.764712e-1	1	1	1.414627e-4	1.000000e+0	ovary_CoelEpi_MesLHX9_Supp_preGran_MesGATA2_Endo_Missing_Epi_Neuro_Immune,ovary_MesGATA2_MesLHX9_preGran_CoelEpi_Missing_Supp_PV_Endo_Neuro_Epi_SMC,ovary_MesGATA2_preGran_MesLHX9_CoelEpi_Endo_Missing_Neuro_Epi_Germ_Supp_PV,ovary_MesLHX9_MesGATA2_PV_preGran_Supp_Endo_CoelEpi_Missing_Neuro_Epi,ovary_MesLHX9_MesGATA2_Supp_Missing_preGran_PV_Endo_CoelEpi_Neuro_Epi,ovary_MesLHX9_Supp_MesGATA2_preGran_CoelEpi_Endo_Missing_Neuro_PV_Epi_SMC,ovary_MesLHX9_Supp_preGran_MesGATA2_Endo_Neuro_CoelEpi_Epi_Missing,ovary_Missing_PV_MesLHX9_MesGATA2_preGran_CoelEpi_Supp_Endo_Neuro_Epi	ENGASE
