# GREAT version 4.0.4	Species assembly: hg38	Association rule: Basal+extension: 5000 bp upstream, 1000 bp downstream, 1000000 bp max extension, curated regulatory domains included
# Ontology summary statistics are provided in the footer.
#
# Ontology	ID	Desc	BinomRank	BinomP	BinomBonfP	BinomFdrQ	RegionFoldEnrich	ExpRegions	ObsRegions	GenomeFrac	SetCov	HyperRank	HyperP	HyperBonfP	HyperFdrQ	GeneFoldEnrich	ExpGenes	ObsGenes	TotalGenes	GeneSetCov	TermCov	Regions	Genes
Ensembl Genes	7539	SPNS2	412	4.810225e-3	1.000000e+0	2.192272e-1	9.004106e+0	3.331813e-1	3	4.074616e-5	3.668827e-4	1	3.764712e-1	1.000000e+0	1.000000e+0	2.656246e+0	3.764712e-1	1	1	1.414627e-4	1.000000e+0	ovary_Endo_MesLHX9_MesGATA2_Supp_PV_preGran_Missing_CoelEpi_Epi_Neuro_Immune,ovary_Supp_MesLHX9_preGran_Epi_Endo_Missing_MesGATA2_CoelEpi_Immune_Neuro_PV,ovary_Supp_preGran_MesLHX9_MesGATA2_CoelEpi_Missing_Endo_Neuro_Epi	SPNS2
Ensembl Genes	16317	TRAF3IP2	413	4.811330e-3	1.000000e+0	2.187466e-1	4.681081e+0	1.068129e+0	5	1.306261e-4	6.114712e-4	1	3.764712e-1	1.000000e+0	1.000000e+0	2.656246e+0	3.764712e-1	1	1	1.414627e-4	1.000000e+0	ovary_Endo_preGran_MesGATA2_MesLHX9_Supp_Missing_Neuro_CoelEpi_Epi_PV_SMC_Immune,ovary_MesLHX9_Supp_Missing_preGran_Endo_MesGATA2_CoelEpi_Neuro_PV,ovary_MesLHX9_Supp_preGran_PV_CoelEpi_MesGATA2_Endo_Missing_Neuro_SMC_Epi,ovary_MesLHX9_preGran_Supp_MesGATA2_Missing_CoelEpi_PV_Epi_Neuro,ovary_preGran_MesLHX9_Supp_CoelEpi_MesGATA2_PV_Missing_Endo_Neuro_Germ_Immune_Epi_SMC	TRAF3IP2
Ensembl Genes	18826	COL5A1	414	4.829510e-3	1.000000e+0	2.190428e-1	3.931848e+0	1.526000e+0	6	1.866210e-4	7.337654e-4	1	3.764712e-1	1.000000e+0	1.000000e+0	2.656246e+0	3.764712e-1	1	1	1.414627e-4	1.000000e+0	ovary_MesGATA2_Missing_MesLHX9_preGran_Supp_CoelEpi_Endo_Neuro_PV_Immune_SMC_Epi,ovary_MesLHX9_MesGATA2_PV_CoelEpi_preGran_Supp_Missing_Neuro_Endo_Epi,ovary_MesLHX9_Supp_Missing_preGran_CoelEpi_MesGATA2_PV_Neuro_Epi,ovary_PV_Endo_MesLHX9_MesGATA2_Supp_Neuro_Epi_Immune_Missing_preGran_CoelEpi,ovary_Supp_MesGATA2_preGran_Endo_MesLHX9_PV_CoelEpi_Missing_Neuro_Epi,ovary_Supp_preGran_MesLHX9_CoelEpi_MesGATA2_Endo_Missing_PV_Neuro_SMC_Epi	COL5A1
Ensembl Genes	3101	EIF3M	415	4.841207e-3	1.000000e+0	2.190442e-1	4.674077e+0	1.069730e+0	5	1.308218e-4	6.114712e-4	1	3.764712e-1	1.000000e+0	1.000000e+0	2.656246e+0	3.764712e-1	1	1	1.414627e-4	1.000000e+0	ovary_CoelEpi_preGran_MesGATA2_MesLHX9_Missing_Neuro_Endo_Supp,ovary_MesLHX9_CoelEpi_preGran_PV_MesGATA2_Epi_Supp_Neuro_Missing_SMC,ovary_MesLHX9_MesGATA2_CoelEpi_preGran_Missing_Supp_PV_SMC_Neuro_Epi,ovary_MesLHX9_MesGATA2_preGran_Missing_Supp_CoelEpi_Endo_Neuro_Germ,ovary_preGran_MesLHX9_MesGATA2_Supp_CoelEpi_Missing_PV_Endo_Neuro_Epi_Immune_Germ	EIF3M
Ensembl Genes	8019	TNS4	416	4.844947e-3	1.000000e+0	2.186865e-1	8.980622e+0	3.340526e-1	3	4.085271e-5	3.668827e-4	1	3.764712e-1	1.000000e+0	1.000000e+0	2.656246e+0	3.764712e-1	1	1	1.414627e-4	1.000000e+0	ovary_MesLHX9_MesGATA2_preGran_Endo_Supp_CoelEpi_PV_Missing_Neuro_Immune,ovary_Supp_CoelEpi_MesGATA2_preGran_MesLHX9_PV_Missing_Endo_Neuro_Epi,ovary_preGran_CoelEpi_MesGATA2_MesLHX9_Missing_Supp_Endo_PV_Neuro_Epi_SMC	TNS4
Ensembl Genes	2839	ASCL2	417	4.866656e-3	1.000000e+0	2.191396e-1	8.966054e+0	3.345954e-1	3	4.091908e-5	3.668827e-4	1	3.764712e-1	1.000000e+0	1.000000e+0	2.656246e+0	3.764712e-1	1	1	1.414627e-4	1.000000e+0	ovary_MesGATA2_MesLHX9_preGran_Supp_Epi_Endo_Missing_PV_CoelEpi_Neuro_SMC_Immune,ovary_Supp_preGran_MesGATA2_MesLHX9_Missing_Endo_CoelEpi_Germ_Epi_Neuro_PV,ovary_preGran_MesGATA2_Supp_MesLHX9_CoelEpi_Missing_Endo_Neuro_Epi_PV_Germ	ASCL2
Ensembl Genes	9005	GADD45B	418	4.870297e-3	1.000000e+0	2.187789e-1	5.994849e+0	6.672395e-1	4	8.159955e-5	4.891770e-4	1	3.764712e-1	1.000000e+0	1.000000e+0	2.656246e+0	3.764712e-1	1	1	1.414627e-4	1.000000e+0	ovary_MesLHX9_Supp_MesGATA2_preGran_CoelEpi_Missing_PV_Neuro_Endo_Immune_Epi_Germ,ovary_MesLHX9_Supp_Missing_CoelEpi_MesGATA2_Endo_preGran_PV_Immune_Neuro_Epi,ovary_preGran_MesGATA2_MesLHX9_Epi_Supp_CoelEpi_Missing_Endo_PV_Germ_Neuro_SMC,ovary_preGran_Supp_MesLHX9_CoelEpi_MesGATA2_Missing_Endo_Epi_Germ	GADD45B
Ensembl Genes	72	TP73	419	4.873458e-3	1.000000e+0	2.183984e-1	8.961506e+0	3.347651e-1	3	4.093985e-5	3.668827e-4	1	3.764712e-1	1.000000e+0	1.000000e+0	2.656246e+0	3.764712e-1	1	1	1.414627e-4	1.000000e+0	ovary_CoelEpi_Supp_preGran_MesGATA2_Missing_PV_MesLHX9_Endo_Neuro_Epi_Immune_SMC,ovary_MesGATA2_preGran_Epi_MesLHX9_Supp_Missing_CoelEpi_PV_Neuro_Endo_SMC,ovary_Supp_preGran_Missing_CoelEpi_MesGATA2_Endo_MesLHX9_Neuro_PV_Epi_Immune	TP73
Ensembl Genes	13509	KALRN	420	4.889214e-3	1.000000e+0	2.185828e-1	3.449631e+0	2.029203e+0	7	2.481598e-4	8.560597e-4	1	3.764712e-1	1.000000e+0	1.000000e+0	2.656246e+0	3.764712e-1	1	1	1.414627e-4	1.000000e+0	ovary_MesLHX9_MesGATA2_PV_preGran_Supp_CoelEpi_Missing_Endo_Neuro_Epi,ovary_MesLHX9_MesGATA2_Supp_preGran_PV_Missing_Epi_CoelEpi_Neuro,ovary_MesLHX9_Supp_MesGATA2_CoelEpi_preGran_Endo_Missing_PV,ovary_MesLHX9_preGran_MesGATA2_CoelEpi_Supp_Neuro_PV_Missing_Epi_Endo,ovary_Missing_MesGATA2_Supp_CoelEpi_MesLHX9_preGran_PV_Endo_Neuro,ovary_Supp_CoelEpi_MesLHX9_MesGATA2_preGran_Missing_PV_Neuro_Epi_Endo,ovary_preGran_MesGATA2_Missing_MesLHX9_Endo_CoelEpi_Supp_Neuro_PV_Epi	KALRN
Ensembl Genes	16898	AUTS2	421	4.890981e-3	1.000000e+0	2.181424e-1	2.335195e+0	5.566986e+0	13	6.808103e-4	1.589825e-3	1	3.764712e-1	1.000000e+0	1.000000e+0	2.656246e+0	3.764712e-1	1	1	1.414627e-4	1.000000e+0	ovary_CoelEpi_preGran_MesLHX9_MesGATA2_Missing_Supp_PV_Neuro,ovary_Endo_MesLHX9_preGran_CoelEpi_MesGATA2_PV_Supp_Missing_Neuro_Epi,ovary_MesLHX9_MesGATA2_Supp_PV_Endo_Missing_preGran_CoelEpi_Epi_Neuro,ovary_MesLHX9_MesGATA2_preGran_Missing_Endo_Supp_Neuro_PV_CoelEpi,ovary_MesLHX9_MesGATA2_preGran_Supp_Missing_CoelEpi_Endo_Neuro_Epi_PV,ovary_MesLHX9_Supp_preGran_CoelEpi_Missing_MesGATA2_Neuro_Endo_PV_Immune_Epi,ovary_MesLHX9_preGran_Missing_MesGATA2_PV_Endo_Supp_Neuro_CoelEpi_Epi,ovary_MesLHX9_preGran_Supp_MesGATA2_CoelEpi_Endo_Missing_Neuro_Epi,ovary_PV_MesLHX9_MesGATA2_CoelEpi_Missing_preGran_Supp_Neuro,ovary_PV_MesLHX9_Supp_preGran_Missing_MesGATA2_Neuro_Endo_CoelEpi_Epi,ovary_Supp_Endo_CoelEpi_preGran_Missing_PV_MesGATA2_MesLHX9_Neuro_Epi,ovary_Supp_MesGATA2_MesLHX9_preGran_Missing_Endo_CoelEpi_PV_Neuro_Epi,ovary_preGran_CoelEpi_MesGATA2_MesLHX9_Supp_Missing_Germ_Neuro_PV_Endo	AUTS2
Ensembl Genes	6810	C16orf72	422	4.930023e-3	1.000000e+0	2.193627e-1	2.878787e+0	3.126316e+0	9	3.823305e-4	1.100648e-3	1	3.764712e-1	1.000000e+0	1.000000e+0	2.656246e+0	3.764712e-1	1	1	1.414627e-4	1.000000e+0	ovary_MesLHX9_Supp_preGran_CoelEpi_Missing_Endo_MesGATA2_PV_Neuro_Immune_Epi,ovary_MesLHX9_Supp_preGran_Endo_CoelEpi_MesGATA2_Missing_Neuro_Epi,ovary_MesLHX9_preGran_Supp_Missing_CoelEpi_MesGATA2_Neuro_Epi_SMC,ovary_PV_preGran_Supp_MesGATA2_CoelEpi_MesLHX9_Missing_Endo_Epi_Neuro,ovary_Supp_MesLHX9_preGran_MesGATA2_Missing_CoelEpi_Neuro_Endo_Epi,ovary_Supp_preGran_MesLHX9_Missing_MesGATA2_Endo_CoelEpi_Neuro_Epi_Immune,ovary_preGran_MesLHX9_Missing_Supp_MesGATA2_CoelEpi_PV_Endo_Neuro_Immune_Epi,ovary_preGran_Supp_MesLHX9_MesGATA2_CoelEpi_Endo_Missing_Neuro_PV_Epi_SMC,ovary_preGran_Supp_MesLHX9_Missing_MesGATA2_CoelEpi_PV_Neuro_Epi_Immune	C16orf72
Ensembl Genes	4331	BICD1	423	4.998885e-3	1.000000e+0	2.219009e-1	3.435169e+0	2.037745e+0	7	2.492045e-4	8.560597e-4	1	3.764712e-1	1.000000e+0	1.000000e+0	2.656246e+0	3.764712e-1	1	1	1.414627e-4	1.000000e+0	ovary_MesGATA2_CoelEpi_MesLHX9_preGran_Epi_Endo_Supp_Missing_Neuro_PV_SMC,ovary_MesLHX9_Endo_CoelEpi_MesGATA2_PV_Supp_preGran_Missing_Neuro_Epi,ovary_MesLHX9_Endo_Missing_MesGATA2_PV_CoelEpi_Supp_preGran_Neuro_Epi_SMC,ovary_MesLHX9_Supp_Missing_Endo_preGran_MesGATA2_Epi_CoelEpi_Neuro_PV,ovary_Supp_MesGATA2_CoelEpi_preGran_MesLHX9_Missing_Endo_Epi_Neuro_PV_Immune,ovary_preGran_MesLHX9_MesGATA2_Endo_Supp_CoelEpi_Missing_PV_Immune_Epi_Neuro,ovary_preGran_MesLHX9_Supp_Missing_CoelEpi_Endo_MesGATA2_Neuro_Epi	BICD1
Ensembl Genes	5391	DCUN1D2	424	5.063674e-3	1.000000e+0	2.242467e-1	1.919744e+1	1.041806e-1	2	1.274068e-5	2.445885e-4	1	3.764712e-1	1.000000e+0	1.000000e+0	2.656246e+0	3.764712e-1	1	1	1.414627e-4	1.000000e+0	ovary_MesLHX9_MesGATA2_CoelEpi_preGran_Missing_Endo_Supp_PV_Neuro_SMC_Epi,ovary_preGran_MesLHX9_Missing_MesGATA2_PV_CoelEpi_Supp_Epi_Neuro_Immune_SMC	DCUN1D2
Ensembl Genes	308	MDS2	425	5.067191e-3	1.000000e+0	2.238745e-1	8.835441e+0	3.395416e-1	3	4.152398e-5	3.668827e-4	1	3.764712e-1	1.000000e+0	1.000000e+0	2.656246e+0	3.764712e-1	1	1	1.414627e-4	1.000000e+0	ovary_MesLHX9_preGran_Missing_MesGATA2_Supp_CoelEpi_Endo_Neuro_PV_Immune_Epi,ovary_Supp_MesLHX9_Endo_preGran_Missing_Epi_MesGATA2_Neuro_CoelEpi_Germ_PV_Immune,ovary_preGran_Supp_MesLHX9_CoelEpi_Missing_MesGATA2_Endo_Epi_Immune_PV_Neuro	MDS2
Ensembl Genes	9006	GNG7	426	5.127701e-3	1.000000e+0	2.260161e-1	5.906661e+0	6.772016e-1	4	8.281786e-5	4.891770e-4	1	3.764712e-1	1.000000e+0	1.000000e+0	2.656246e+0	3.764712e-1	1	1	1.414627e-4	1.000000e+0	ovary_MesLHX9_Supp_MesGATA2_preGran_CoelEpi_Missing_PV_Neuro_Endo_Immune_Epi_Germ,ovary_MesLHX9_Supp_Missing_CoelEpi_MesGATA2_Endo_preGran_PV_Immune_Neuro_Epi,ovary_preGran_MesGATA2_MesLHX9_Epi_Supp_CoelEpi_Missing_Endo_PV_Germ_Neuro_SMC,ovary_preGran_Supp_MesLHX9_CoelEpi_MesGATA2_Missing_Endo_Epi_Germ	GNG7
Ensembl Genes	16570	SMOC2	427	5.138640e-3	1.000000e+0	2.259678e-1	3.096002e+0	2.583978e+0	8	3.160056e-4	9.783539e-4	1	3.764712e-1	1.000000e+0	1.000000e+0	2.656246e+0	3.764712e-1	1	1	1.414627e-4	1.000000e+0	ovary_MesGATA2_Missing_MesLHX9_preGran_CoelEpi_PV_Supp_Neuro_Epi_Endo_Immune_SMC,ovary_MesLHX9_MesGATA2_Supp_preGran_CoelEpi_Missing_Neuro_PV_Immune,ovary_MesLHX9_Supp_MesGATA2_Missing_preGran_Endo_CoelEpi_PV_SMC_Epi,ovary_MesLHX9_preGran_CoelEpi_Supp_MesGATA2_Missing_Endo_PV_Epi_Neuro,ovary_MesLHX9_preGran_Endo_Supp_MesGATA2_CoelEpi_Missing_Neuro_Epi_Immune_PV,ovary_Missing_MesGATA2_MesLHX9_CoelEpi_preGran_Supp_Endo_Neuro_Epi_SMC_PV,ovary_PV_MesGATA2_CoelEpi_preGran_MesLHX9_Missing_Supp_Epi_Neuro_SMC_Immune,ovary_preGran_CoelEpi_MesGATA2_MesLHX9_Endo_Supp_Missing_PV_Neuro_Epi_SMC	SMOC2
Ensembl Genes	10495	CIB4	428	5.306750e-3	1.000000e+0	2.328151e-1	8.688150e+0	3.452979e-1	3	4.222794e-5	3.668827e-4	1	3.764712e-1	1.000000e+0	1.000000e+0	2.656246e+0	3.764712e-1	1	1	1.414627e-4	1.000000e+0	ovary_MesGATA2_MesLHX9_Supp_CoelEpi_PV_Endo_preGran_Missing_Epi_Neuro_Germ,ovary_Supp_CoelEpi_Endo_MesLHX9_MesGATA2_Epi_PV_preGran_Missing_Neuro_Immune,ovary_Supp_MesLHX9_Missing_CoelEpi_MesGATA2_preGran_Neuro_Epi_PV_Endo_SMC	CIB4
Ensembl Genes	18824	WDR5	429	5.337265e-3	1.000000e+0	2.336080e-1	5.838839e+0	6.850678e-1	4	8.377984e-5	4.891770e-4	1	3.764712e-1	1.000000e+0	1.000000e+0	2.656246e+0	3.764712e-1	1	1	1.414627e-4	1.000000e+0	ovary_CoelEpi_Supp_MesLHX9_MesGATA2_Missing_preGran_Endo_PV_Epi_Neuro,ovary_Missing_MesLHX9_Supp_MesGATA2_preGran_CoelEpi_PV_Neuro_Germ_Epi_SMC,ovary_Supp_MesLHX9_MesGATA2_Missing_PV_preGran_Endo_Epi_Neuro_CoelEpi,ovary_preGran_MesGATA2_Supp_MesLHX9_Missing_Endo_PV_Neuro_Germ_CoelEpi_Epi_SMC_Immune	WDR5
Ensembl Genes	16558	RNASET2	430	5.341716e-3	1.000000e+0	2.332591e-1	1.867308e+1	1.071060e-1	2	1.309845e-5	2.445885e-4	1	3.764712e-1	1.000000e+0	1.000000e+0	2.656246e+0	3.764712e-1	1	1	1.414627e-4	1.000000e+0	ovary_MesLHX9_CoelEpi_preGran_Supp_Missing_MesGATA2_Neuro_Epi_Immune,ovary_Supp_preGran_MesLHX9_MesGATA2_Endo_PV_CoelEpi_Immune_Epi_Neuro_SMC_Missing	RNASET2
Ensembl Genes	17662	EXTL3	431	5.351152e-3	1.000000e+0	2.331290e-1	4.561926e+0	1.096028e+0	5	1.340379e-4	6.114712e-4	1	3.764712e-1	1.000000e+0	1.000000e+0	2.656246e+0	3.764712e-1	1	1	1.414627e-4	1.000000e+0	ovary_Endo_Supp_MesGATA2_preGran_MesLHX9_PV_CoelEpi_Neuro_Epi_Immune,ovary_Epi_MesGATA2_preGran_Immune_Supp_PV_Neuro_Endo_CoelEpi,ovary_MesGATA2_preGran_Missing_MesLHX9_Endo_Supp_CoelEpi_Neuro_PV_Germ_Immune_Epi,ovary_MesLHX9_MesGATA2_Missing_CoelEpi_Supp_preGran_Endo_Neuro_PV_Epi_Immune,ovary_preGran_CoelEpi_MesLHX9_Missing_Supp_MesGATA2_PV_Neuro_Epi	EXTL3
Ensembl Genes	15929	UQCC2	432	5.364374e-3	1.000000e+0	2.331640e-1	8.654037e+0	3.466590e-1	3	4.239440e-5	3.668827e-4	1	3.764712e-1	1.000000e+0	1.000000e+0	2.656246e+0	3.764712e-1	1	1	1.414627e-4	1.000000e+0	ovary_MesGATA2_MesLHX9_PV_Neuro_preGran_Supp_CoelEpi_Immune_Missing,ovary_MesLHX9_Missing_preGran_CoelEpi_PV_Endo_Supp_MesGATA2_Epi_Germ_Neuro,ovary_Missing_CoelEpi_MesLHX9_MesGATA2_preGran_PV_Supp_Endo_Epi_Immune_Neuro	UQCC2
Ensembl Genes	11025	GLI2	433	5.424457e-3	1.000000e+0	2.352310e-1	3.067115e+0	2.608314e+0	8	3.189818e-4	9.783539e-4	1	3.764712e-1	1.000000e+0	1.000000e+0	2.656246e+0	3.764712e-1	1	1	1.414627e-4	1.000000e+0	ovary_MesGATA2_MesLHX9_Supp_CoelEpi_preGran_PV_Missing_Epi_Neuro_Endo_Germ,ovary_MesGATA2_MesLHX9_preGran_Missing_Supp_CoelEpi_Neuro_SMC_PV,ovary_MesGATA2_Missing_MesLHX9_PV_CoelEpi_preGran_Neuro_Endo_Supp,ovary_MesLHX9_Endo_MesGATA2_Missing_CoelEpi_PV_preGran_Supp_Epi_Neuro,ovary_MesLHX9_MesGATA2_Supp_CoelEpi_Missing_preGran_Neuro_PV_Endo_Epi_Germ,ovary_Missing_MesLHX9_preGran_Supp_CoelEpi_MesGATA2_Neuro_Epi_PV_SMC_Germ,ovary_Supp_MesLHX9_MesGATA2_Missing_preGran_CoelEpi_Epi_Endo_PV_Neuro,ovary_preGran_CoelEpi_Missing_MesGATA2_Endo_MesLHX9_Supp_Epi_Neuro	GLI2
Ensembl Genes	4047	B3GAT1	434	5.432739e-3	1.000000e+0	2.350473e-1	3.381283e+0	2.070220e+0	7	2.531760e-4	8.560597e-4	1	3.764712e-1	1.000000e+0	1.000000e+0	2.656246e+0	3.764712e-1	1	1	1.414627e-4	1.000000e+0	ovary_CoelEpi_MesLHX9_Supp_preGran_MesGATA2_Missing_PV_Neuro_Epi_Endo,ovary_MesLHX9_PV_Supp_preGran_CoelEpi_MesGATA2_Endo_Epi_Missing_Neuro_SMC,ovary_MesLHX9_preGran_CoelEpi_Supp_Missing_MesGATA2_Endo_Neuro_Epi_Immune,ovary_Supp_CoelEpi_preGran_MesLHX9_MesGATA2_PV_Endo_Neuro_Epi_Missing,ovary_Supp_MesLHX9_CoelEpi_preGran_Missing_PV_MesGATA2_Neuro_Epi,ovary_Supp_MesLHX9_PV_MesGATA2_Missing_Neuro_Endo_Epi_preGran,ovary_Supp_preGran_Missing_MesGATA2_CoelEpi_MesLHX9_Endo_PV_Neuro_Epi	B3GAT1
Ensembl Genes	13017	SCN11A	435	5.478959e-3	1.000000e+0	2.365021e-1	5.794833e+0	6.902701e-1	4	8.441606e-5	4.891770e-4	1	3.764712e-1	1.000000e+0	1.000000e+0	2.656246e+0	3.764712e-1	1	1	1.414627e-4	1.000000e+0	ovary_MesGATA2_MesLHX9_Supp_Immune_Endo_Missing_Neuro_CoelEpi_PV,ovary_Missing_Endo_MesLHX9_MesGATA2_Supp_preGran_CoelEpi_Neuro_PV_Immune_Epi,ovary_Missing_MesLHX9_MesGATA2_Supp_PV_preGran_Endo_CoelEpi_Neuro,ovary_preGran_CoelEpi_Supp_MesLHX9_MesGATA2_Endo_Missing_PV_Epi_Neuro	SCN11A
Ensembl Genes	19558	OCRL	436	5.482306e-3	1.000000e+0	2.361038e-1	8.585719e+0	3.494175e-1	3	4.273174e-5	3.668827e-4	1	3.764712e-1	1.000000e+0	1.000000e+0	2.656246e+0	3.764712e-1	1	1	1.414627e-4	1.000000e+0	ovary_MesGATA2_MesLHX9_Supp_CoelEpi_preGran_PV_Missing_Endo_Immune_Neuro_Epi_SMC,ovary_MesLHX9_MesGATA2_Endo_Supp_preGran_Missing_CoelEpi_Epi_Immune_Neuro_SMC,ovary_Supp_Endo_MesLHX9_preGran_MesGATA2_CoelEpi_Missing_Epi_PV_Neuro_Immune_SMC	OCRL
Ensembl Genes	10048	PTH2	437	5.542966e-3	1.000000e+0	2.381700e-1	1.831842e+1	1.091797e-1	2	1.335205e-5	2.445885e-4	1	3.764712e-1	1.000000e+0	1.000000e+0	2.656246e+0	3.764712e-1	1	1	1.414627e-4	1.000000e+0	ovary_MesGATA2_Supp_MesLHX9_preGran_Missing_PV_CoelEpi_Endo_Epi_Neuro_SMC,ovary_MesLHX9_preGran_MesGATA2_Supp_CoelEpi_PV_Missing_Neuro_Epi_SMC	PTH2
Ensembl Genes	16567	KIF25	438	5.597425e-3	1.000000e+0	2.399608e-1	5.759115e+0	6.945511e-1	4	8.493960e-5	4.891770e-4	1	3.764712e-1	1.000000e+0	1.000000e+0	2.656246e+0	3.764712e-1	1	1	1.414627e-4	1.000000e+0	ovary_CoelEpi_MesLHX9_preGran_Endo_MesGATA2_Missing_PV_Epi_Supp_Neuro,ovary_Endo_Supp_Missing_MesGATA2_MesLHX9_preGran_CoelEpi_PV_Neuro_Epi_SMC,ovary_MesLHX9_Missing_MesGATA2_PV_Supp_preGran_CoelEpi_Epi_Endo_Neuro_Germ,ovary_Supp_CoelEpi_MesGATA2_Endo_preGran_Missing_MesLHX9_Epi_PV_Neuro	KIF25
Ensembl Genes	7375	SDR42E1	439	5.632329e-3	1.000000e+0	2.409072e-1	5.748771e+0	6.958009e-1	4	8.509244e-5	4.891770e-4	1	3.764712e-1	1.000000e+0	1.000000e+0	2.656246e+0	3.764712e-1	1	1	1.414627e-4	1.000000e+0	ovary_CoelEpi_Missing_MesGATA2_preGran_MesLHX9_Supp_Neuro_PV_Endo_Epi,ovary_Endo_MesLHX9_preGran_Supp_CoelEpi_Missing_MesGATA2_PV_Neuro_Immune_Epi,ovary_MesGATA2_MesLHX9_preGran_CoelEpi_Supp_Endo_Missing_Neuro_PV_Epi_SMC,ovary_preGran_MesGATA2_Supp_CoelEpi_PV_Missing_MesLHX9_Epi_Endo_Neuro_Immune	SDR42E1
Ensembl Genes	337	MAN1C1	440	5.680921e-3	1.000000e+0	2.424333e-1	5.734502e+0	6.975322e-1	4	8.530418e-5	4.891770e-4	1	3.764712e-1	1.000000e+0	1.000000e+0	2.656246e+0	3.764712e-1	1	1	1.414627e-4	1.000000e+0	ovary_CoelEpi_MesGATA2_MesLHX9_Missing_preGran_Supp_Endo_Neuro_Germ_PV_SMC,ovary_MesLHX9_MesGATA2_Supp_preGran_Endo_Missing_CoelEpi_Neuro_PV,ovary_MesLHX9_preGran_Supp_MesGATA2_Missing_Endo_CoelEpi_Neuro_PV_Epi,ovary_preGran_Supp_CoelEpi_MesLHX9_MesGATA2_PV_Missing_Endo_Epi_Immune_Neuro	MAN1C1
Ensembl Genes	10392	MYT1L	441	5.698463e-3	1.000000e+0	2.426305e-1	2.498514e+0	4.402618e+0	11	5.384148e-4	1.345237e-3	1	3.764712e-1	1.000000e+0	1.000000e+0	2.656246e+0	3.764712e-1	1	1	1.414627e-4	1.000000e+0	ovary_MesLHX9_Missing_preGran_Supp_Endo_CoelEpi_MesGATA2_Neuro_SMC_Epi,ovary_MesLHX9_Supp_MesGATA2_preGran_Endo_CoelEpi_Missing_Epi_Neuro_SMC,ovary_MesLHX9_preGran_Supp_CoelEpi_Missing_MesGATA2_PV_Endo_Epi_Neuro,ovary_PV_MesLHX9_MesGATA2_Missing_Neuro_preGran_Supp_Immune_CoelEpi_Endo_Epi,ovary_PV_preGran_Endo_CoelEpi_MesLHX9_MesGATA2_Supp_Missing_Neuro_Epi,ovary_Supp_CoelEpi_MesLHX9_PV_Missing_MesGATA2_preGran_Endo_Neuro_Germ_Epi,ovary_Supp_CoelEpi_preGran_Endo_MesLHX9_MesGATA2_Missing_PV_Neuro_Epi_SMC,ovary_preGran_MesLHX9_CoelEpi_MesGATA2_Endo_Supp_Missing_PV_Epi_Immune,ovary_preGran_Missing_Supp_CoelEpi_MesGATA2_MesLHX9_Endo_Neuro_PV_Epi_Immune_Germ_SMC,ovary_preGran_Supp_MesLHX9_MesGATA2_Missing_Endo_CoelEpi_Neuro_Epi_PV,ovary_preGran_Supp_PV_MesGATA2_MesLHX9_Missing_Neuro_CoelEpi	MYT1L
Ensembl Genes	4378	CCDC184	442	5.698710e-3	1.000000e+0	2.420920e-1	1.805694e+1	1.107608e-1	2	1.354540e-5	2.445885e-4	1	3.764712e-1	1.000000e+0	1.000000e+0	2.656246e+0	3.764712e-1	1	1	1.414627e-4	1.000000e+0	ovary_MesLHX9_Supp_preGran_MesGATA2_CoelEpi_Endo_Missing_PV_Epi,ovary_preGran_CoelEpi_MesLHX9_Endo_Supp_MesGATA2_Neuro_Missing_PV_Epi_SMC_Immune	CCDC184
Ensembl Genes	701	DMRTB1	443	5.719169e-3	1.000000e+0	2.424127e-1	4.488628e+0	1.113926e+0	5	1.362267e-4	6.114712e-4	1	3.764712e-1	1.000000e+0	1.000000e+0	2.656246e+0	3.764712e-1	1	1	1.414627e-4	1.000000e+0	ovary_MesLHX9_MesGATA2_CoelEpi_preGran_Endo_Missing_PV_Neuro_Supp_SMC_Epi,ovary_MesLHX9_MesGATA2_Missing_CoelEpi_preGran_PV_Supp_Endo_Neuro_Immune_Epi,ovary_MesLHX9_MesGATA2_Missing_Supp_CoelEpi_PV_Neuro_preGran,ovary_MesLHX9_preGran_MesGATA2_Supp_Endo_CoelEpi_PV_Epi_Neuro_Missing,ovary_Supp_preGran_Endo_MesLHX9_MesGATA2_Missing_PV_Neuro_Germ_CoelEpi_Epi_Immune_SMC	DMRTB1
Ensembl Genes	18075	CYP11B2	444	5.867338e-3	1.000000e+0	2.481329e-1	8.375614e+0	3.581827e-1	3	4.380368e-5	3.668827e-4	1	3.764712e-1	1.000000e+0	1.000000e+0	2.656246e+0	3.764712e-1	1	1	1.414627e-4	1.000000e+0	ovary_Supp_Missing_MesGATA2_CoelEpi_MesLHX9_preGran_PV_Epi_Immune_Neuro_SMC_Endo,ovary_Supp_preGran_MesLHX9_Endo_MesGATA2_CoelEpi_Missing_Neuro_Epi_PV,ovary_preGran_MesLHX9_Supp_MesGATA2_CoelEpi_Missing_PV_Germ_Epi_Endo	CYP11B2
